week,category,qty
2017-09-18,Camping & Hiking,97
2017-09-18,Cardio Equipment,281
2017-09-18,Cleats,457
2017-09-18,Fishing,140
2017-09-18,Golf Gloves,10
2017-09-18,Hockey,8
2017-09-18,Indoor/Outdoor Games,407
2017-09-18,Kids' Golf Clubs,31
2017-09-18,Men's Footwear,145
2017-09-18,Shop By Sport,226
2017-09-18,Strength Training,12
2017-09-18,Water Sports,120
2017-09-18,Women's Apparel,461
2017-09-25,Basketball,21
2017-09-25,Camping & Hiking,90
2017-09-25,Cardio Equipment,278
2017-09-25,Cleats,485
2017-09-25,Fishing,138
2017-09-25,Fitness Accessories,10
2017-09-25,Golf Gloves,12
2017-09-25,Hockey,8
2017-09-25,Indoor/Outdoor Games,372
2017-09-25,Kids' Golf Clubs,25
2017-09-25,Men's Footwear,148
2017-09-25,Shop By Sport,195
2017-09-25,Strength Training,19
2017-09-25,Water Sports,128
2017-09-25,Women's Apparel,469
2017-10-02,Baby ,82
2017-10-02,Basketball,3
2017-10-02,Books ,308
2017-10-02,CDs ,54
2017-10-02,Camping & Hiking,4
2017-10-02,Cardio Equipment,18
2017-10-02,Cleats,34
2017-10-02,Fishing,3
2017-10-02,Indoor/Outdoor Games,23
2017-10-02,Kids' Golf Clubs,1
2017-10-02,Men's Footwear,9
2017-10-02,Shop By Sport,5
2017-10-02,Strength Training,5
2017-10-02,Water Sports,8
2017-10-02,Women's Apparel,25
2017-10-09,CDs ,79
2017-10-09,Cameras ,400
2017-10-16,Cameras ,175
2017-10-16,Children's Clothing,305
2017-10-23,Children's Clothing,217
2017-10-23,Computers,262
2017-10-30,Computers,88
2017-10-30,Consumer Electronics,285
2017-10-30,Crafts,107
2017-11-06,Crafts,124
2017-11-06,DVDs,355
2017-11-13,DVDs,12
2017-11-13,Garden,388
2017-11-13,Health and Beauty,80
2017-11-20,Health and Beauty,159
2017-11-20,Men's Clothing,177
2017-11-20,Music,143
2017-11-27,Music,147
2017-11-27,Pet Supplies,246
2017-11-27,Sporting Goods,87
2017-12-04,Sporting Goods,58
2017-12-04,Toys,253
2017-12-04,Video Games,168
2017-12-11,Baby ,51
2017-12-11,Books ,97
2017-12-11,Video Games,60
2017-12-11,Women's Clothing,272
2017-12-18,Baby ,74
2017-12-18,CDs ,138
2017-12-18,Cameras ,17
2017-12-18,Children's Clothing,130
2017-12-18,Computers,92
2017-12-18,Consumer Electronics,28
2017-12-25,Consumer Electronics,118
2017-12-25,Crafts,253
2017-12-25,DVDs,109
2018-01-01,DVDs,7
2018-01-01,Garden,96
2018-01-01,Health and Beauty,123
2018-01-01,Men's Clothing,31
2018-01-01,Music,144
2018-01-01,Pet Supplies,78
2018-01-08,Pet Supplies,168
2018-01-08,Sporting Goods,211
2018-01-08,Toys,101
2018-01-15,Toys,174
2018-01-15,Video Games,305
2018-01-22,Video Games,304
2018-01-22,Women's Clothing,176
2018-01-29,Sporting Goods,1
2018-01-29,Toys,1
2018-01-29,Video Games,1
2018-01-29,Women's Clothing,202
